"","graph_type","X1","X2","path","Questions"
"17","boxplot","GPA",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-GPA.pdf","What is the median of GPA?"
"18","boxplot","GPA",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-GPA.pdf","Which interval has the highest frequency in GPA?"
"19","boxplot","IQ",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-IQ.pdf","What is the mean of IQ?"
"20","boxplot","IQ",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-IQ.pdf","What is the minimum of IQ?"
"21","boxplot","IQ",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-IQ.pdf","What is the maximum of IQ?"
"22","boxplot","IQ",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-IQ.pdf","What is the range of IQ?"
"23","boxplot","IQ",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-IQ.pdf","The proportion in IQ between 100 and 107.1 is larger than between 67.800000 and 74.900000."
"24","boxplot","IQ",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-IQ.pdf","What is the standard deviation of IQ?"
"25","boxplot","IQ",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-IQ.pdf","What is the median of IQ?"
"26","boxplot","IQ",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-IQ.pdf","What is the proportion of IQ between 100 and 107.1?"
"27","boxplot","IQ",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-IQ.pdf","Which interval has the highest frequency in IQ?"
"28","boxplot","living_expenses",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-living_expenses.pdf","What is the mean of living_expenses?"
"29","boxplot","living_expenses",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-living_expenses.pdf","What is the minimum of living_expenses?"
"30","boxplot","living_expenses",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-living_expenses.pdf","What is the range of living_expenses?"
"31","boxplot","living_expenses",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-living_expenses.pdf","What is the median of living_expenses?"
"32","boxplot","living_expenses",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-living_expenses.pdf","The proportion in living_expenses between 348.2 and 377.3 is larger than between 216.000000 and 245.100000."
"33","boxplot","living_expenses",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-living_expenses.pdf","What is the proportion of living_expenses between 348.2 and 377.3?"
"34","boxplot","living_expenses",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-living_expenses.pdf","What is the maximum of living_expenses?"
"35","boxplot","living_expenses",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-living_expenses.pdf","Which interval has the highest frequency in living_expenses?"
"36","boxplot","living_expenses",NA,"Graphs-synthetic_df/boxplot/synthetic_df-boxplot-living_expenses.pdf","What is the standard deviation of living_expenses?"
"37","density","bmi",NA,"Graphs-synthetic_df/density/synthetic_df-density-bmi.pdf","What is the range of bmi?"
"38","density","bmi",NA,"Graphs-synthetic_df/density/synthetic_df-density-bmi.pdf","The proportion in bmi between 23.6 and 24.9 is larger than between 18.300000 and 19.600000."
"39","density","bmi",NA,"Graphs-synthetic_df/density/synthetic_df-density-bmi.pdf","What is the proportion of bmi between 23.6 and 24.9?"
"40","density","bmi",NA,"Graphs-synthetic_df/density/synthetic_df-density-bmi.pdf","Which interval has the highest frequency in bmi?"
"41","density","bmi",NA,"Graphs-synthetic_df/density/synthetic_df-density-bmi.pdf","What is the median of bmi?"
"42","density","bmi",NA,"Graphs-synthetic_df/density/synthetic_df-density-bmi.pdf","What is the mean of bmi?"
"43","density","bmi",NA,"Graphs-synthetic_df/density/synthetic_df-density-bmi.pdf","What is the maximum of bmi?"
"44","density","bmi",NA,"Graphs-synthetic_df/density/synthetic_df-density-bmi.pdf","What is the standard deviation of bmi?"
"45","density","bmi",NA,"Graphs-synthetic_df/density/synthetic_df-density-bmi.pdf","What is the minimum of bmi?"
"46","density","GPA",NA,"Graphs-synthetic_df/density/synthetic_df-density-GPA.pdf","What is the range of GPA?"
"47","density","GPA",NA,"Graphs-synthetic_df/density/synthetic_df-density-GPA.pdf","What is the mean of GPA?"
"48","density","GPA",NA,"Graphs-synthetic_df/density/synthetic_df-density-GPA.pdf","What is the standard deviation of GPA?"
"49","density","GPA",NA,"Graphs-synthetic_df/density/synthetic_df-density-GPA.pdf","What is the median of GPA?"
"50","density","GPA",NA,"Graphs-synthetic_df/density/synthetic_df-density-GPA.pdf","Which interval has the highest frequency in GPA?"
"51","density","GPA",NA,"Graphs-synthetic_df/density/synthetic_df-density-GPA.pdf","What is the minimum of GPA?"
"52","density","GPA",NA,"Graphs-synthetic_df/density/synthetic_df-density-GPA.pdf","What is the proportion of GPA between 2.9 and 3.1?"
"53","density","GPA",NA,"Graphs-synthetic_df/density/synthetic_df-density-GPA.pdf","What is the maximum of GPA?"
"54","density","GPA",NA,"Graphs-synthetic_df/density/synthetic_df-density-GPA.pdf","The proportion in GPA between 2.9 and 3.1 is larger than between 1.900000 and 2.100000."
"55","density","IQ",NA,"Graphs-synthetic_df/density/synthetic_df-density-IQ.pdf","What is the median of IQ?"
"56","density","IQ",NA,"Graphs-synthetic_df/density/synthetic_df-density-IQ.pdf","What is the mean of IQ?"
"57","density","IQ",NA,"Graphs-synthetic_df/density/synthetic_df-density-IQ.pdf","What is the maximum of IQ?"
"58","density","IQ",NA,"Graphs-synthetic_df/density/synthetic_df-density-IQ.pdf","Which interval has the highest frequency in IQ?"
"59","density","IQ",NA,"Graphs-synthetic_df/density/synthetic_df-density-IQ.pdf","What is the range of IQ?"
"60","density","IQ",NA,"Graphs-synthetic_df/density/synthetic_df-density-IQ.pdf","What is the minimum of IQ?"
"61","density","IQ",NA,"Graphs-synthetic_df/density/synthetic_df-density-IQ.pdf","What is the standard deviation of IQ?"
"62","density","IQ",NA,"Graphs-synthetic_df/density/synthetic_df-density-IQ.pdf","The proportion in IQ between 100 and 107.1 is larger than between 67.800000 and 74.900000."
"63","density","IQ",NA,"Graphs-synthetic_df/density/synthetic_df-density-IQ.pdf","What is the proportion of IQ between 100 and 107.1?"
"64","density","living_expenses",NA,"Graphs-synthetic_df/density/synthetic_df-density-living_expenses.pdf","What is the mean of living_expenses?"
"65","density","living_expenses",NA,"Graphs-synthetic_df/density/synthetic_df-density-living_expenses.pdf","Which interval has the highest frequency in living_expenses?"
"66","density","living_expenses",NA,"Graphs-synthetic_df/density/synthetic_df-density-living_expenses.pdf","What is the minimum of living_expenses?"
"67","density","living_expenses",NA,"Graphs-synthetic_df/density/synthetic_df-density-living_expenses.pdf","What is the maximum of living_expenses?"
"68","density","living_expenses",NA,"Graphs-synthetic_df/density/synthetic_df-density-living_expenses.pdf","What is the median of living_expenses?"
"69","density","living_expenses",NA,"Graphs-synthetic_df/density/synthetic_df-density-living_expenses.pdf","What is the range of living_expenses?"
"70","density","living_expenses",NA,"Graphs-synthetic_df/density/synthetic_df-density-living_expenses.pdf","What is the proportion of living_expenses between 348.2 and 377.3?"
"71","density","living_expenses",NA,"Graphs-synthetic_df/density/synthetic_df-density-living_expenses.pdf","What is the standard deviation of living_expenses?"
"72","density","living_expenses",NA,"Graphs-synthetic_df/density/synthetic_df-density-living_expenses.pdf","The proportion in living_expenses between 348.2 and 377.3 is larger than between 216.000000 and 245.100000."
"73","freqpoly","bmi",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-bmi.pdf","What is the standard deviation of bmi?"
"74","freqpoly","bmi",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-bmi.pdf","What is the maximum of bmi?"
"75","freqpoly","bmi",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-bmi.pdf","The proportion in bmi between 23.6 and 24.9 is larger than between 18.300000 and 19.600000."
"76","freqpoly","bmi",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-bmi.pdf","What is the minimum of bmi?"
"77","freqpoly","bmi",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-bmi.pdf","What is the proportion of bmi between 23.6 and 24.9?"
"78","freqpoly","bmi",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-bmi.pdf","Which interval has the highest frequency in bmi?"
"79","freqpoly","bmi",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-bmi.pdf","What is the range of bmi?"
"80","freqpoly","bmi",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-bmi.pdf","What is the mean of bmi?"
"81","freqpoly","bmi",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-bmi.pdf","What is the median of bmi?"
"82","freqpoly","GPA",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-GPA.pdf","What is the standard deviation of GPA?"
"83","freqpoly","GPA",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-GPA.pdf","What is the proportion of GPA between 2.9 and 3.1?"
"84","freqpoly","GPA",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-GPA.pdf","What is the mean of GPA?"
"85","freqpoly","GPA",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-GPA.pdf","What is the maximum of GPA?"
"86","freqpoly","GPA",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-GPA.pdf","What is the range of GPA?"
"87","freqpoly","GPA",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-GPA.pdf","What is the minimum of GPA?"
"88","freqpoly","GPA",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-GPA.pdf","The proportion in GPA between 2.9 and 3.1 is larger than between 1.900000 and 2.100000."
"89","freqpoly","GPA",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-GPA.pdf","What is the median of GPA?"
"90","freqpoly","GPA",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-GPA.pdf","Which interval has the highest frequency in GPA?"
"91","freqpoly","IQ",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-IQ.pdf","What is the maximum of IQ?"
"92","freqpoly","IQ",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-IQ.pdf","What is the standard deviation of IQ?"
"93","freqpoly","IQ",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-IQ.pdf","What is the mean of IQ?"
"94","freqpoly","IQ",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-IQ.pdf","What is the minimum of IQ?"
"95","freqpoly","IQ",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-IQ.pdf","What is the proportion of IQ between 100 and 107.1?"
"96","freqpoly","IQ",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-IQ.pdf","What is the range of IQ?"
"97","freqpoly","IQ",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-IQ.pdf","The proportion in IQ between 100 and 107.1 is larger than between 67.800000 and 74.900000."
"98","freqpoly","IQ",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-IQ.pdf","What is the median of IQ?"
"99","freqpoly","IQ",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-IQ.pdf","Which interval has the highest frequency in IQ?"
"100","freqpoly","living_expenses",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-living_expenses.pdf","What is the proportion of living_expenses between 348.2 and 377.3?"
"101","freqpoly","living_expenses",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-living_expenses.pdf","What is the minimum of living_expenses?"
"102","freqpoly","living_expenses",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-living_expenses.pdf","What is the mean of living_expenses?"
"103","freqpoly","living_expenses",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-living_expenses.pdf","What is the maximum of living_expenses?"
"104","freqpoly","living_expenses",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-living_expenses.pdf","What is the range of living_expenses?"
"105","freqpoly","living_expenses",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-living_expenses.pdf","The proportion in living_expenses between 348.2 and 377.3 is larger than between 216.000000 and 245.100000."
"106","freqpoly","living_expenses",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-living_expenses.pdf","What is the standard deviation of living_expenses?"
"107","freqpoly","living_expenses",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-living_expenses.pdf","What is the median of living_expenses?"
"108","freqpoly","living_expenses",NA,"Graphs-synthetic_df/freqpoly/synthetic_df-freqpoly-living_expenses.pdf","Which interval has the highest frequency in living_expenses?"
"109","histogram","bmi",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-bmi.pdf","What is the mean of bmi?"
"110","histogram","bmi",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-bmi.pdf","What is the range of bmi?"
"111","histogram","bmi",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-bmi.pdf","What is the minimum of bmi?"
"112","histogram","bmi",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-bmi.pdf","What is the proportion of bmi between 23.6 and 24.9?"
"113","histogram","bmi",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-bmi.pdf","The proportion in bmi between 23.6 and 24.9 is larger than between 18.300000 and 19.600000."
"114","histogram","bmi",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-bmi.pdf","What is the median of bmi?"
"115","histogram","bmi",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-bmi.pdf","What is the maximum of bmi?"
"116","histogram","bmi",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-bmi.pdf","Which interval has the highest frequency in bmi?"
"117","histogram","bmi",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-bmi.pdf","What is the standard deviation of bmi?"
"118","histogram","GPA",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-GPA.pdf","What is the mean of GPA?"
"119","histogram","GPA",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-GPA.pdf","What is the range of GPA?"
"120","histogram","GPA",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-GPA.pdf","What is the minimum of GPA?"
"121","histogram","GPA",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-GPA.pdf","What is the median of GPA?"
"122","histogram","GPA",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-GPA.pdf","The proportion in GPA between 2.9 and 3.1 is larger than between 1.900000 and 2.100000."
"123","histogram","GPA",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-GPA.pdf","What is the standard deviation of GPA?"
"124","histogram","GPA",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-GPA.pdf","What is the maximum of GPA?"
"125","histogram","GPA",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-GPA.pdf","Which interval has the highest frequency in GPA?"
"126","histogram","GPA",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-GPA.pdf","What is the proportion of GPA between 2.9 and 3.1?"
"127","histogram","IQ",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-IQ.pdf","What is the mean of IQ?"
"128","histogram","IQ",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-IQ.pdf","What is the minimum of IQ?"
"129","histogram","IQ",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-IQ.pdf","What is the range of IQ?"
"130","histogram","IQ",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-IQ.pdf","What is the standard deviation of IQ?"
"131","histogram","IQ",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-IQ.pdf","What is the median of IQ?"
"132","histogram","IQ",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-IQ.pdf","The proportion in IQ between 100 and 107.1 is larger than between 67.800000 and 74.900000."
"133","histogram","IQ",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-IQ.pdf","What is the maximum of IQ?"
"134","histogram","IQ",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-IQ.pdf","Which interval has the highest frequency in IQ?"
"135","histogram","IQ",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-IQ.pdf","What is the proportion of IQ between 100 and 107.1?"
"136","histogram","living_expenses",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-living_expenses.pdf","What is the minimum of living_expenses?"
"137","histogram","living_expenses",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-living_expenses.pdf","Which interval has the highest frequency in living_expenses?"
"138","histogram","living_expenses",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-living_expenses.pdf","The proportion in living_expenses between 348.2 and 377.3 is larger than between 216.000000 and 245.100000."
"139","histogram","living_expenses",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-living_expenses.pdf","What is the mean of living_expenses?"
"140","histogram","living_expenses",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-living_expenses.pdf","What is the standard deviation of living_expenses?"
"141","histogram","living_expenses",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-living_expenses.pdf","What is the median of living_expenses?"
"142","histogram","living_expenses",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-living_expenses.pdf","What is the range of living_expenses?"
"143","histogram","living_expenses",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-living_expenses.pdf","What is the maximum of living_expenses?"
"144","histogram","living_expenses",NA,"Graphs-synthetic_df/histogram/synthetic_df-histogram-living_expenses.pdf","What is the proportion of living_expenses between 348.2 and 377.3?"
"145","violin","bmi",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-bmi.pdf","What is the minimum of bmi?"
"146","violin","bmi",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-bmi.pdf","What is the proportion of bmi between 23.6 and 24.9?"
"147","violin","bmi",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-bmi.pdf","What is the standard deviation of bmi?"
"148","violin","bmi",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-bmi.pdf","What is the range of bmi?"
"149","violin","bmi",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-bmi.pdf","What is the mean of bmi?"
"150","violin","bmi",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-bmi.pdf","What is the maximum of bmi?"
"151","violin","bmi",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-bmi.pdf","The proportion in bmi between 23.6 and 24.9 is larger than between 18.300000 and 19.600000."
"152","violin","bmi",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-bmi.pdf","What is the median of bmi?"
"153","violin","bmi",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-bmi.pdf","Which interval has the highest frequency in bmi?"
"154","violin","GPA",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-GPA.pdf","What is the standard deviation of GPA?"
"155","violin","GPA",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-GPA.pdf","What is the range of GPA?"
"156","violin","GPA",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-GPA.pdf","What is the mean of GPA?"
"157","violin","GPA",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-GPA.pdf","What is the maximum of GPA?"
"158","violin","GPA",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-GPA.pdf","The proportion in GPA between 2.9 and 3.1 is larger than between 1.900000 and 2.100000."
"159","violin","GPA",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-GPA.pdf","What is the minimum of GPA?"
"160","violin","GPA",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-GPA.pdf","What is the proportion of GPA between 2.9 and 3.1?"
"161","violin","GPA",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-GPA.pdf","What is the median of GPA?"
"162","violin","GPA",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-GPA.pdf","Which interval has the highest frequency in GPA?"
"163","violin","IQ",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-IQ.pdf","What is the range of IQ?"
"164","violin","IQ",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-IQ.pdf","What is the mean of IQ?"
"165","violin","IQ",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-IQ.pdf","What is the maximum of IQ?"
"166","violin","IQ",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-IQ.pdf","What is the median of IQ?"
"167","violin","IQ",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-IQ.pdf","What is the minimum of IQ?"
"168","violin","IQ",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-IQ.pdf","What is the proportion of IQ between 100 and 107.1?"
"169","violin","IQ",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-IQ.pdf","What is the standard deviation of IQ?"
"170","violin","IQ",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-IQ.pdf","Which interval has the highest frequency in IQ?"
"171","violin","IQ",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-IQ.pdf","The proportion in IQ between 100 and 107.1 is larger than between 67.800000 and 74.900000."
"172","violin","living_expenses",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-living_expenses.pdf","What is the minimum of living_expenses?"
"173","violin","living_expenses",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-living_expenses.pdf","What is the proportion of living_expenses between 348.2 and 377.3?"
"174","violin","living_expenses",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-living_expenses.pdf","What is the standard deviation of living_expenses?"
"175","violin","living_expenses",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-living_expenses.pdf","What is the median of living_expenses?"
"176","violin","living_expenses",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-living_expenses.pdf","What is the range of living_expenses?"
"177","violin","living_expenses",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-living_expenses.pdf","What is the mean of living_expenses?"
"178","violin","living_expenses",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-living_expenses.pdf","What is the maximum of living_expenses?"
"179","violin","living_expenses",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-living_expenses.pdf","Which interval has the highest frequency in living_expenses?"
"180","violin","living_expenses",NA,"Graphs-synthetic_df/violin/synthetic_df-violin-living_expenses.pdf","The proportion in living_expenses between 348.2 and 377.3 is larger than between 216.000000 and 245.100000."
"181","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","What is the percentage of low in Happiness?"
"182","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","What is the percentage of medium in Happiness?"
"183","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","What is the percentage of high in Happiness?"
"184","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","How many groups in Happiness has a larger proportion than medium?"
"185","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","How many groups in Happiness has a larger proportion than high?"
"186","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","What percentage is high and medium in Happiness taken together?"
"187","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","Which group has the smallest proportion in Happiness?"
"188","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","The percentage of low is lower than that of high in Happiness."
"189","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","What is the range of the proportion of each group in Happiness."
"190","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","The percentage of low is higher than that of low in Happiness."
"191","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","What is the difference between the percentage of low and the percetage of medium in Happiness?"
"192","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","What is the difference between the percentage of low and the percetage of high in Happiness?"
"193","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","What is the difference between the percentage of medium and the percetage of low in Happiness?"
"194","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","What is the difference between the percentage of medium and the percetage of high in Happiness?"
"195","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","What is the difference between the percentage of high and the percetage of low in Happiness?"
"196","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","What is the difference between the percentage of high and the percetage of medium in Happiness?"
"197","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","What percentage is medium and high in Happiness taken together?"
"198","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","What percentage is high and low in Happiness taken together?"
"199","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","Which one has a smaller proportion in Happiness, high or low?"
"200","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","The percentage of low is lower than that of medium in Happiness."
"201","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","The percentage of high is higher than that of high in Happiness."
"202","bar","Happiness",NA,"Graphs-synthetic_df/bar/synthetic_df-bar-Happiness.pdf","The percentage of medium is lower than that of low in Happiness."
